"OptionSet","Exploit","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DWins",0.0383,0,0.0382962,0.302065,1,1,1,1,0.86699,0.109507,,,0,,,,,0,0,1,0,8.2,10.6,8.2,10.6,1.2,0,0.641809,0.641809,0,1.79706,0,0,0,,0,0,0,0.229217,0,2.99432,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Abandoned",0.362,0,0.361989,0.485545,1,1,1,1,0.646425,0.174525,,,0,,,,,0.600476,0.140062,0,,9.96979,9.43021,9.96979,9.43021,0.6,0.264808,0.416444,0.681251,0.138427,0.474051,0,0,0,,0.730207,0.269793,0.259462,0.492972,0,0.851957,1,1,0,0,0,0.600476,0.140062,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Rounds1",0.3282,0,0.328241,0.404508,1,1,1,1,0.693672,0.139685,,,0.0107754,,,,,0.662213,0.154462,0.17255,0.323841,9.79101,9.50546,9.79101,9.50546,0.70353,0.33861,0.35377,0.69238,0.375235,0.529559,0,0,0.0107754,0.5,0.662213,0.154462,0,0.37974,0,1.53465,1,1,0,0,0.0107754,0.662213,0.154462,0.116671,0.0558787
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable",0.5,0,0.499999,0.716724,0.721563,0.403173,1,1,0.687743,0.211909,,,0.00586768,,,,,0.117486,0.0855355,0.040404,0.56548,10.2844,9.35393,10.2844,9.35393,0.361663,0.0898685,0.729302,0.819171,0.0886493,0.791692,0,0,0.00586768,0.5,0.194426,0.162475,0.15388,1,0,-0.584786,0.721563,0.403173,0.278437,0.31839,0.00586768,0.117486,0.0855355,0.0175564,0.0228477
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable",0.5,0,0.500001,0.283275,0.460255,0.441154,1,1,0.662952,0.128865,,,0.00120622,,,,,0.317245,0.0158665,0.072872,0.189864,9.85221,9.83364,9.85221,9.83364,0.314146,0.201777,0,0.201777,0.21394,0,0,0,0.00120622,0.5,0.334227,0.0328491,0.0339653,0,0,0.584793,0.460255,0.441154,0.539745,0.0191004,0.00120622,0.317245,0.0158665,0.059036,0.0138357
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","AllCount",4390,0,4390,0.499999,2594.09,1853.3,4390,4390,0.67479,0.168519,,,15.5272,,,,,954.235,222.577,248.64,453.378,10.0683,9.59379,10.0683,9.59379,0.337905,0.145823,0.36465,0.510473,0.151295,0.395845,0,0,15.5272,0.5,1160.39,428.737,412.319,2195,0,4.5156E-06,2594.09,1853.3,1795.91,740.791,15.5272,954.235,222.577,168.12,80.5201
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Liability Strength1",0.2261,0,0.226109,0.1,0.345488,0.345488,1,1,0.649421,0.109321,,,3.27541E-09,,,,,0.298029,1.61955E-08,0.047458,3.76612E-5,9.82517,9.93906,9.82517,9.93906,0.235768,0.0858405,0.0469529,0.132793,0.0257645,0.0611572,0,0,3.27541E-9,0.5,0.298029,6.54093E-08,9.84277E-08,0.0399657,0,1.04554,0.345488,0.345488,0.654512,5.17896E-13,3.27541E-09,0.298029,1.61955E-08,0.0474566,1.7873E-6
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Liability Strength2",0.1902,0,0.190222,0.3,0.469414,0.469414,1,1,0.6603,0.109968,,,1.67662E-05,,,,,0.379457,0.000120883,0.089322,0.0227808,9.73249,9.93227,9.73249,9.93227,0.335242,0.100386,0.215036,0.315423,0.043281,0.314685,0,0,1.67662E-5,0.5,0.379705,0.00036927,0.000496774,0.169489,0,0.595569,0.469414,0.469414,0.530586,1.32135E-07,1.67662E-05,0.379457,0.000120883,0.0872876,0.0020348
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Liability Strength3",0.1673,0,0.16734,0.5,0.600781,0.599987,1,1,0.674432,0.135698,,,0.00233171,,,,,0.376412,0.0241325,0.129053,0.5,9.9057,9.65664,9.9057,9.65664,0.437662,0.257836,0.566509,0.824345,0.428852,0.802774,0,0,0.00233171,0.5,0.410441,0.0581616,0.0680582,0.5,0,3.38431E-08,0.600781,0.599987,0.399219,0.000793924,0.00233171,0.376412,0.0241325,0.0645263,0.0645263
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Liability Strength4",0.1902,0,0.190222,0.7,0.722393,0.610979,1,1,0.6915,0.245386,,,0.0113536,,,,,0.0769266,0.163608,0.037841,0.977219,10.2936,9.28371,10.2936,9.28371,0.422717,0.257556,0.605122,0.862678,0.28949,0.608184,0,0,0.0113536,0.5,0.237551,0.324233,0.321249,0.830511,0,-0.595567,0.722393,0.610979,0.277607,0.111414,0.0113536,0.0769266,0.163608,0.00086206,0.0369794
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Liability Strength5",0.2261,0,0.226107,0.9,0.820622,0.168635,1,1,0.710706,0.279044,,,0.00435132,,,,,0.000776645,0.0686302,0.00054,0.999962,10.5248,9.1781,10.5248,9.1781,0.297101,0.0671324,0.456519,0.523651,0.0460167,0.319011,0,0,0.00435132,0.5,0.0479451,0.115799,0.0943369,0.960034,0,-1.04553,0.820622,0.168635,0.179378,0.651987,0.00435132,0.000776645,0.0686302,2.03413E-8,0.0005401
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal1",0.1748,0,0.17483,0.318051,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.27448,0.27448,0,0.27448,0,0,0,,0,0,0,0.27448,0,-1.16181,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal2",0.2123,0,0.21228,0.402076,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.377993,0.377993,0,0.377993,0,0,0,,0,0,0,0.377993,0,-0.54831,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal3",0.2258,0,0.22578,0.499996,0.902643,0.726347,1,1,0.63471,0.153208,,,0.00594966,,,,,0.537316,1.87696E-17,6.88E-17,0.191715,10,9.51128,10,9.51128,0.488697,0.183153,0.393337,0.57649,0.085601,0.422902,0,0,0.00594966,0.5,0.628857,0.0915407,0.183081,0.499996,0,2E-05,0.902643,0.726347,0.0973569,0.176296,0.00594966,0.537316,1.87696E-17,5.5579E-17,1.318E-17
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal4",0.2123,0,0.21228,0.597924,1,0.710525,1,1,0.581588,0.170572,,,0.0103337,,,,,0.45247,0,0,,10.1185,9.36834,10.1185,9.36834,0.513157,0.177955,0.428886,0.606842,0.0934806,0.441475,0,0,0.0103337,0.5,0.576331,0.123861,0.247721,0.622007,0,0.54831,1,0.710525,0,0.289475,0.0103337,0.45247,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal5",0.1748,0,0.17483,0.681949,1,0.613961,1,1,0.86699,0.189028,,,2.49664E-18,,,,,0,0.290001,0.32396,0.323841,10.2468,9.07464,10.2468,9.07464,0.678564,0.381482,0.323578,0.70506,0.64133,0.448541,0,0,2.4966E-18,0.678901,0,0.290001,0,0.72552,0,1.16181,1,0.613961,0,0.386039,2.49664E-18,0,0.290001,0.219048,0.104912
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal1",0.2137,0,0.213659,0.12847,0.363136,0.363136,1,1,0.651437,0.109164,,,2.53798E-17,,,,,0.309678,0,0.053457,0.00689138,9.81213,9.93792,9.81213,9.93792,0.249956,0.0879972,0.0711198,0.159117,0.0285949,0.0976062,0,0,2.5380E-17,0.148863,0.309678,0,0,0.0586162,0,1.28737,0.363136,0.363136,0.636864,0,2.53798E-17,0.309678,0,0.053089,0.0003684
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal2",0.1989,0,0.198895,0.284476,0.460787,0.460787,1,1,0.661068,0.110006,,,3.34299E-17,,,,,0.371611,0,0.089175,0.132142,9.76807,9.90196,9.76807,9.90196,0.329977,0.116498,0.230739,0.347237,0.0935672,0.336353,0,0,3.3430E-17,0.204758,0.371611,0,0,0.186556,0,0.575425,0.460787,0.460787,0.539213,0,3.34299E-17,0.371611,0,0.0773915,0.0117838
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal3",0.1749,0,0.174895,0.5,0.599036,0.599036,1,1,0.676135,0.109179,,,2.98781E-17,,,,,0.441914,0,0.157122,0.579308,9.89408,9.65222,9.89408,9.65222,0.453694,0.260428,0.560267,0.820694,0.462025,0.791758,0,0,2.9878E-17,0.151955,0.441914,0,0,0.5,0,-2.79634E-16,0.599036,0.599036,0.400964,0,2.98781E-17,0.441914,0,0.0660998,0.0910218
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal4",0.1989,0,0.198895,0.715524,0.72685,0.72685,1,1,0.694215,0.276674,,,0.0161,,,,,0,0.247687,0,,10.2692,9.29468,10.2692,9.29468,0.43611,0.240764,0.589437,0.830201,0.179903,0.57765,0,0,0.0161,0.5,0.231531,0.479218,0.463063,0.813444,0,-0.575425,0.72685,0.72685,0.27315,0,0.0161,0,0.247687,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal5",0.2137,0,0.213657,0.87153,0.806615,0.0168198,1,1,0.708268,0.321334,,,0.00156673,,,,,5.71488E-20,0.00672724,6.07E-20,0.997356,10.5596,9.19339,10.5596,9.19339,0.24703,0.0487546,0.41346,0.462214,0.0467459,0.256139,0,0,0.00156673,0.5,0.00426292,0.0109902,0.00852583,0.941384,0,-1.28736,0.806615,0.0168198,0.193385,0.789795,0.00156673,5.71488E-20,0.00672724,1.6050E-22,6.055E-20
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability4",0.0114,0,0.0114216,0.14814,1,1,1,1,0.86699,0.109164,,,1.7758E-34,,,,,0,0,1,0.00689138,8.22343,10.5766,8.22343,10.5766,1.2,0.0176296,0.196241,0.21387,0.0463638,0.549474,0,0,1.7758E-34,0.5,0,0,0,0.0717522,0,4,1,1,0,0,1.7758E-34,0,0,0.993109,0.0068914
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability3",0.0432,0,0.0432483,0.215304,1,1,1,1,0.698634,0.109509,,,4.63217E-18,,,,,0.589891,0,0.410109,0.132142,9.26909,9.88484,9.26909,9.88484,0.846065,0.291505,0.245926,0.537431,0.357029,0.612716,0,0,4.6322E-18,0.5,0.589891,0,0,0.134204,0,3,1,1,0,0,4.63217E-18,0.589891,0,0.355916,0.0541926
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability2",0.1046,0,0.104598,0.291583,0.958079,0.958079,1,1,0.681399,0.109438,,,5.66268E-17,,,,,0.695362,0,0.262718,0.579308,9.83596,9.43156,9.83596,9.43156,0.732478,0.509658,0.250683,0.760341,0.794798,0.5243,0,0,5.6627E-17,0.180626,0.695362,0,0,0.237183,0,2,0.958079,0.958079,0.0419206,0,5.66268E-17,0.695362,0,0.110523,0.152195
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability1",0.1968,0,0.196824,0.395302,0.658222,0.658222,1,1,0.707266,0.173137,,,3.15949E-17,,,,,0.40793,0.250292,2.72E-17,0.0876088,10.0528,9.55224,10.0528,9.55224,0.394933,0.194147,0.273055,0.467202,0.110133,0.28508,0,0,3.1595E-17,0.184324,0.40793,0.250292,0,0.377084,0,1,0.658222,0.658222,0.341778,0,3.15949E-17,0.40793,0.250292,2.4798E-17,2.381E-18
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability0",0.2878,0,0.287817,0.5,0.56018,0.325687,1,1,0.607969,0.207977,,,0.00685441,,,,,0.134911,0.00499386,1.73E-17,0.501294,10.1643,9.56992,10.1643,9.56992,0.26576,0.0827918,0.330949,0.413741,0.0548831,0.322033,0,0,0.00685441,0.5,0.224375,0.0944576,0.178927,0.5,0,0,0.56018,0.325687,0.43982,0.234493,0.00685441,0.134911,0.00499386,8.6359E-18,8.681E-18
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability-1",0.1968,0,0.196824,0.604698,0.531388,0.219182,1,1,0.633098,0.278029,,,0.00736796,,,,,3.58995E-20,2.11342E-17,0,,10.2624,9.51245,10.2624,9.51245,0.225171,0.0766578,0.381266,0.457924,0.0620384,0.333915,0,0,0.00736796,0.5,0.105907,0.105907,0.211814,0.622916,0,-1,0.531388,0.219182,0.468612,0.312206,0.00736796,3.58995E-20,2.11342E-17,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability-2",0.1046,0,0.104596,0.708414,0.388655,0.00810437,1,1,0.63471,0.321334,,,0.00108925,,,,,4.91829E-20,7.46422E-19,5.91E-36,0.995731,10.268,9.61297,10.268,9.61297,0.119028,0.0246232,0.511173,0.535797,0.0239596,0.436567,0,0,0.00108925,0.5,0.00350756,0.00350756,0.00701512,0.762813,0,-2,0.388655,0.00810437,0.611345,0.380551,0.00108925,4.91829E-20,7.46422E-19,2.5230E-38,5.884E-36
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability-3",0.0432,0,0.0432483,0.784696,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.865796,0.865796,0,0.865796,0,0,0,,0,0,0,0.865796,0,-3,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability-4",0.0114,0,0.0114216,0.85186,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.928248,0.928248,0,0.928248,0,0,0,,0,0,0,0.928248,0,-4,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability4",0.0008,0,0.000819528,0.219309,1,1,1,1,0.86699,0.109164,,,2.06058E-34,,,,,0,0,1,0.0232221,8.27896,10.521,8.27896,10.521,1.2,0.0417998,2.73498,2.77678,0.0752397,7.65794,0,0,2.0606E-34,0.5,0,0,0,1,0,4,1,1,0,0,2.06058E-34,0,0,0.976778,0.0232221
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability3",0.0058,0,0.00580412,0.342915,1,1,1,1,0.78424,0.109762,,,2.2768E-18,,,,,0.289943,0,0.710057,0.267892,9.28166,9.69231,9.28166,9.69231,1.02603,0.342393,1.83247,2.17487,0.616307,4.56554,0,0,2.2768E-18,0.5,0.289943,0,0,1,0,3,1,1,0,0,2.2768E-18,0.289943,0,0.519839,0.190218
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability2",0.0248,0,0.0248089,0.479968,0.989207,0.989207,1,1,0.764443,0.109407,,,1.92606E-17,,,,,0.374056,0,0.615151,0.674963,10.1922,8.84518,10.1922,8.84518,0.962614,0.747367,1.05692,1.80428,1.34526,2.21053,0,0,1.9261E-17,0.25553,0.374056,0,0,1,0,2,0.989207,0.989207,0.0107933,0,1.92606E-17,0.374056,0,0.199947,0.415204
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability1",0.0742,0,0.0742194,0.627937,0.940087,0.940087,1,1,0.757109,0.208677,,,1.7746E-17,,,,,0.382182,0.557905,1.39E-17,0.20311,10.2759,9.16007,10.2759,9.16007,0.564052,0.167372,0.724121,0.891493,0.0502115,0.756012,0,0,1.7746E-17,0.212372,0.382182,0.557905,0,1,0,1,0.940087,0.940087,0.0599127,0,1.7746E-17,0.382182,0.557905,1.1084E-17,2.825E-18
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability0",0.1439,0,0.143909,0.735639,0.894545,0.4507,1,1,0.603475,0.227473,,,0.0113022,,,,,0.134911,0.00945231,1.74E-17,0.608195,10.3381,9.25832,10.3381,9.25832,0.403573,0.0470908,0.661898,0.708989,0.0141272,0.644066,0,0,0.0113022,0.5,0.282428,0.156969,0.295034,1,0,0,0.894545,0.4507,0.105455,0.443845,0.0113022,0.134911,0.00945231,6.8005E-18,1.056E-17
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-1",0.1226,0,0.122605,0.745524,0.758057,0.285414,1,1,0.632836,0.278249,,,0.00979053,,,,,5.43475E-20,2.73805E-17,0,,10.3879,9.29903,10.3879,9.29903,0.313041,0.0413435,0.612067,0.653411,0.0124031,0.536052,0,0,0.00979053,0.5,0.137812,0.137812,0.275623,1,0,-1,0.758057,0.285414,0.241943,0.472643,0.00979053,5.43475E-20,2.73805E-17,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-2",0.0798,0,0.0797871,0.766989,0.478388,0.00997552,1,1,0.63471,0.321334,,,0.00134074,,,,,6.05383E-20,9.18757E-19,7.27E-36,0.99644,10.3299,9.52361,10.3299,9.52361,0.146509,0.0012952,0.670116,0.671411,0.000388565,0.572312,0,0,0.00134074,0.5,0.00431739,0.00431739,0.00863477,1,0,-2,0.478388,0.00997552,0.521612,0.468413,0.00134074,6.05383E-20,9.18757E-19,2.5893E-38,7.248E-36
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-3",0.0374,0,0.0374442,0.804477,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,1,1,0,1,0,0,0,,0,0,0,1,0,-3,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-4",0.0106,0,0.0106021,0.857361,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,1,1,0,1,0,0,0,,0,0,0,1,0,-4,0,0,1,0,0,0,0,0,0
