"OptionSet","Exploit","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","DLiabilitySignal4",0.1989,0,0.198895,0.715524,0.910825,0.910825,1,1,0.792766,0.116878,,,7.66933E-17,,,,,0,0.567625,0,,10.6026,9.12415,10.6026,9.12415,0.273247,0.247274,0.317163,0.564437,0.187965,0.263265,0,0,7.6693E-17,0.113539,0.1716,0.739225,0.3432,0.813444,0,-0.575425,0.910825,0.910825,0.0891754,0,7.66933E-17,0,0.567625,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","DLiabilitySignal5",0.2137,0,0.213657,0.87153,0.946542,0.358241,1,1,0.812194,0.276264,,,0.00520373,,,,,1.84214E-17,0.250766,6.14E-17,0.996936,10.7508,9.05346,10.7508,9.05346,0.195717,0.0972068,0.233732,0.330938,0.0633815,0.133916,0,0,0.00520373,0.5,0.0511356,0.301902,0.102271,0.941384,0,-1.28736,0.946542,0.358241,0.0534579,0.588301,0.00520373,1.84214E-17,0.250766,1.8820E-19,6.123E-17
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","MutOptLiability4",0.0114,0,0.0114216,0.14814,1,1,1,1,0.895162,0.1,,,1.90941E-34,,,,,0,0,1,0.00689138,9.26309,10.1369,9.26309,10.1369,0.6,0.0103937,0.12265,0.133044,0.0169393,0.214638,0,0,1.9094E-34,0.5,0,0,0,0.0717522,0,4,1,1,0,0,1.90941E-34,0,0,0.993109,0.0068914
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","MutOptLiability3",0.0432,0,0.0432483,0.215304,1,1,1,1,0.890001,0.100319,,,1.43027E-34,,,,,0,0,1,0.0573928,9.35905,10.041,9.35905,10.041,0.6,0.0741778,0.188904,0.263081,0.110116,0.330581,0,0,1.4303E-34,0.5,0,0,0,0.134204,0,3,1,1,0,0,1.43027E-34,0,0,0.942607,0.0573928
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","MutOptLiability2",0.1046,0,0.104598,0.291583,1,1,1,1,0.79511,0.100514,,,1.44448E-18,,,,,0.336163,0,0.663837,0.279865,9.80469,9.69616,9.80469,9.69616,0.499151,0.25864,0.203552,0.462191,0.291495,0.342051,0,0,1.4445E-18,0.5,0.336163,0,0,0.237183,0,2,1,1,0,0,1.44448E-18,0.336163,0,0.478052,0.185785
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","MutOptLiability1",0.1968,0,0.196824,0.395302,1,1,1,1,0.764646,0.104612,,,1.50465E-16,,,,,0.502678,0.250292,0.24703,0.445151,10.161,9.46488,10.161,9.46488,0.374109,0.269209,0.17203,0.441238,0.234281,0.213548,0,0,1.5046E-16,0.102735,0.502678,0.250292,0,0.377084,0,1,1,1,0,0,1.50465E-16,0.502678,0.250292,0.137064,0.109966
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","MutOptLiability0",0.2878,0,0.287817,0.5,0.760513,0.611665,1,1,0.765271,0.131738,,,1.11483E-16,,,,,0.302468,0.276421,0.032776,0.5,10.3227,9.46168,10.3227,9.46168,0.21566,0.137385,0.185703,0.323089,0.0930217,0.161435,0,0,1.1148E-16,0.278814,0.302468,0.276421,0,0.5,0,0,0.760513,0.611665,0.239487,0.148848,1.11483E-16,0.302468,0.276421,0.0163879,0.0163879
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","MutOptLiability-1",0.1968,0,0.196824,0.604698,0.749708,0.551531,1,1,0.712752,0.146144,,,1.25725E-16,,,,,0.195396,0.172312,1.13E-16,0.601069,10.3499,9.45487,10.3499,9.45487,0.195186,0.103629,0.293835,0.397464,0.0649068,0.269444,0,0,1.2573E-16,0.31633,0.287308,0.264223,0.183823,0.622916,0,-1,0.749708,0.551531,0.250292,0.198177,1.25725E-16,0.195396,0.172312,4.5017E-17,6.783E-17
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","MutOptLiability-2",0.1046,0,0.104596,0.708414,0.737277,0.469663,1,1,0.661947,0.172181,,,0.00691119,,,,,2.13537E-17,0.035736,7.91E-18,0.995731,10.4097,9.40924,10.4097,9.40924,0.181041,0.0977775,0.394302,0.49208,0.0727963,0.364491,0,0,0.00691119,0.5,0.213508,0.249244,0.427016,0.762813,0,-2,0.737277,0.469663,0.262723,0.267614,0.00691119,2.13537E-17,0.035736,3.3754E-20,7.872E-18
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","MutOptLiability-3",0.0432,0,0.0432483,0.784696,0.589891,0.223258,1,1,0.658182,0.276264,,,0.00899295,,,,,3.93622E-17,7.31921E-17,1.48E-32,0.994575,10.3898,9.48825,10.3898,9.48825,0.121972,0.048767,0.501728,0.550495,0.0361917,0.460658,0,0,0.00899295,0.5,0.107133,0.107133,0.214265,0.865796,0,-3,0.589891,0.223258,0.410109,0.366633,0.00899295,3.93622E-17,7.31921E-17,8.0154E-35,1.469E-32
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","MutOptLiability-4",0.0114,0,0.0114216,0.85186,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.928248,0.928248,0,0.928248,0,0,0,,0,0,0,0.928248,0,-4,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability4",0.0008,0,0.000819528,0.219309,1,1,1,1,0.895162,0.1,,,1.58258E-34,,,,,0,0,1,0.0232221,9.29412,10.1059,9.29412,10.1059,0.6,0.0174166,1.70936,1.72678,0.0130625,2.99138,0,0,1.5826E-34,0.5,0,0,0,1,0,4,1,1,0,0,1.58258E-34,0,0,0.976778,0.0232221
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability3",0.0058,0,0.00580412,0.342915,1,1,1,1,0.892625,0.100552,,,5.91549E-35,,,,,0,0,1,0.195668,9.62177,9.77823,9.62177,9.77823,0.6,0.146751,1.40758,1.55433,0.110063,2.46327,0,0,5.9155E-35,0.5,0,0,0,1,0,3,1,1,0,0,5.91549E-35,0,0,0.804332,0.195668
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability2",0.0248,0,0.0248089,0.479968,1,1,1,1,0.867695,0.100858,,,3.71912E-19,,,,,0.086552,0,0.913448,0.525396,10.2138,9.21218,10.2138,9.21218,0.574034,0.359941,0.858206,1.21815,0.269956,1.44214,0,0,3.7191E-19,0.5,0.086552,0,0,1,0,2,1,1,0,0,3.71912E-19,0.086552,0,0.433526,0.479922
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability1",0.0742,0,0.0742194,0.627937,1,1,1,1,0.854103,0.109796,,,2.19951E-17,,,,,0.142256,0.557905,0.299839,0.601825,10.5709,9.03919,10.5709,9.03919,0.389952,0.219024,0.45621,0.675233,0.114056,0.566313,0,0,2.1995E-17,0.102735,0.142256,0.557905,0,1,0,1,1,1,0,0,2.19951E-17,0.142256,0.557905,0.119388,0.180451
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability0",0.1439,0,0.143909,0.735639,0.974323,0.692587,1,1,0.820174,0.151427,,,7.78738E-17,,,,,0.181914,0.477897,0.032776,0.606271,10.6316,9.10856,10.6316,9.10856,0.259869,0.0865878,0.371406,0.457994,0.0219302,0.322871,0,0,7.7874E-17,0.58135,0.181914,0.477897,0,1,0,0,0.974323,0.692587,0.0256768,0.281736,7.78738E-17,0.181914,0.477897,0.0129048,0.0198711
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-1",0.1226,0,0.122605,0.745524,0.935923,0.635906,1,1,0.728956,0.15898,,,1.21456E-16,,,,,0.148168,0.249586,1.08E-16,0.74907,10.5283,9.23594,10.5283,9.23594,0.235774,0.0552994,0.47171,0.527009,0.00829491,0.432553,0,0,1.2146E-16,0.437116,0.267244,0.368663,0.238152,1,0,-1,0.935923,0.635906,0.0640774,0.300016,1.21456E-16,0.148168,0.249586,2.7085E-17,8.085E-17
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-2",0.0798,0,0.0797871,0.766989,0.84686,0.51746,1,1,0.662388,0.178662,,,0.00850685,,,,,2.62839E-17,0.0439868,9.73E-18,0.99644,10.4831,9.31226,10.4831,9.31226,0.204648,0.0414705,0.516905,0.558376,0.00622057,0.477825,0,0,0.00850685,0.5,0.232483,0.27647,0.464966,1,0,-2,0.84686,0.51746,0.15314,0.329401,0.00850685,2.62839E-17,0.0439868,3.4641E-20,9.697E-18
