"OptionSet","Exploit","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable",0.5,0,0.499999,0.716724,0.815306,0.730523,1,1,0.791365,0.242913,,,0.0116266,,,,,0.094245,0.360341,0.09795,0.531834,10.453,9.28578,10.453,9.28578,0.261259,0.113412,0.562664,0.676076,0.0521746,0.601681,0,0,0.0116266,0.5,0.177425,0.443521,0.16636,1,0,-0.584786,0.815306,0.730523,0.184694,0.0847828,0.0116266,0.094245,0.360341,0.0458567,0.0520931
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Not Liable",0.5,0,0.500001,0.283275,0.600323,0.595173,1,1,0.738323,0.123132,,,0.00101243,,,,,0.312897,0.0455523,0.207426,0.160621,9.89303,9.86542,9.89303,9.86542,0.241552,0.186815,0,0.186815,0.212157,0,0,0,0.00101243,0.5,0.327039,0.0596945,0.0282843,0,0,0.584793,0.600323,0.595173,0.399677,0.00515026,0.00101243,0.312897,0.0455523,0.174109,0.033317
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","AllCount",3830,0,3830,0.499999,2710.93,2538.71,3830,3830,0.767552,0.189137,,,24.2038,,,,,779.678,777.285,584.796,341.219,10.173,9.5756,10.173,9.5756,0.251406,0.150114,0.281331,0.431445,0.132166,0.30084,0,0,24.2038,0.5,966.05,963.657,372.744,1915,0,4.5156E-06,2710.93,2538.71,1119.07,172.222,24.2038,779.678,777.285,421.236,163.56
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Liability Strength1",0.2261,0,0.226109,0.1,0.498747,0.498747,1,1,0.710256,0.102125,,,1.68992E-09,,,,,0.339452,5.43611E-08,0.159295,3.76612E-5,9.80573,9.99686,9.80573,9.99686,0.197413,0.0488941,0.04773,0.0966241,0.00735355,0.0609562,0,0,1.68992E-9,0.5,0.339452,1.11434E-07,1.14147E-07,0.0399657,0,1.04554,0.498747,0.498747,0.501253,1.82502E-13,1.68992E-09,0.339452,5.43611E-08,0.159289,5.9992E-6
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Liability Strength2",0.1902,0,0.190222,0.3,0.612985,0.612985,1,1,0.735901,0.107937,,,6.86509E-06,,,,,0.358083,0.000343907,0.254073,0.0227808,9.73082,10.0091,9.73082,10.0091,0.260117,0.0552299,0.215407,0.270637,0.0254884,0.29783,0,0,6.86509E-6,0.5,0.358322,0.000582815,0.000477816,0.169489,0,0.595569,0.612985,0.612985,0.387015,4.212E-08,6.86509E-06,0.358083,0.000343907,0.248285,0.005788
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Liability Strength3",0.1673,0,0.16734,0.5,0.724179,0.723946,1,1,0.762902,0.121756,,,0.000802942,,,,,0.293906,0.0593508,0.31538,0.5,10.089,9.59917,10.089,9.59917,0.311833,0.301523,0.479156,0.780679,0.410635,0.636053,0,0,0.00080294,0.5,0.321159,0.086604,0.0545065,0.5,0,3.38431E-08,0.724179,0.723946,0.275821,0.000233608,0.000802942,0.293906,0.0593508,0.15769,0.15769
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Liability Strength4",0.1902,0,0.190222,0.7,0.819353,0.788506,1,1,0.789351,0.221367,,,0.00774424,,,,,0.0495611,0.407684,0.080611,0.977219,10.5538,9.18084,10.5538,9.18084,0.265362,0.263731,0.390201,0.653933,0.23612,0.356549,0,0,0.00774424,0.5,0.171014,0.529137,0.242905,0.830511,0,-0.595567,0.819353,0.788506,0.180647,0.0308474,0.00774424,0.0495611,0.407684,0.00183639,0.0787749
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Liability Strength5",0.2261,0,0.226107,0.9,0.890713,0.717965,1,1,0.813417,0.328412,,,0.0208341,,,,,0.00041123,0.510372,0.001018,0.999962,10.6541,9.10432,10.6541,9.10432,0.241607,0.123516,0.332397,0.455913,0.0531774,0.248301,0,0,0.0208341,0.5,0.093076,0.603037,0.18533,0.960034,0,-1.04553,0.890713,0.717965,0.109287,0.172748,0.0208341,0.00041123,0.510372,3.8339E-08,0.001018
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal1",0.1748,0,0.17483,0.318051,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.27448,0.27448,0,0.27448,0,0,0,,0,0,0,0.27448,0,-1.16181,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal2",0.2123,0,0.21228,0.402076,0.447165,0.43432,1,1,0.604771,0.146932,,,0.00906135,,,,,0.325849,8.98358E-18,3.49E-17,0.140453,10,9.86777,10,9.86777,0.132223,0.0571878,0.345621,0.402809,0.0188854,0.355393,0,0,0.00906135,0.5,0.375554,0.0497048,0.0994096,0.377993,0,-0.54831,0.447165,0.43432,0.552835,0.0128448,0.00906135,0.325849,8.98358E-18,2.997E-17,4.897E-18
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal3",0.2258,0,0.22578,0.499996,1,0.952323,1,1,0.647097,0.170917,,,0.0194702,,,,,0.59527,0,0,,10.0762,9.63095,10.0762,9.63095,0.292849,0.123681,0.376143,0.499824,0.0487581,0.398245,0,0,0.0194702,0.5,0.764062,0.168792,0.337583,0.499996,0,2E-05,1,0.952323,0,0.0476766,0.0194702,0.59527,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal4",0.2123,0,0.21228,0.597924,1,0.929337,1,1,0.875483,0.198786,,,6.92144E-18,,,,,0,0.476867,0.45247,0.253652,10.3107,9.26419,10.3107,9.26419,0.425142,0.281773,0.19962,0.481393,0.310349,0.251581,0,0,6.9214E-18,0.781094,0,0.476867,0,0.622007,0,0.54831,1,0.929337,0,0.0706628,6.92144E-18,0,0.476867,0.3377,0.11477
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","PLiabilitySignal5",0.1748,0,0.17483,0.681949,1,0.905765,1,1,0.89142,0.226429,,,5.8451E-18,,,,,0,0.581805,0.32396,0.323841,10.5139,9.10307,10.5139,9.10307,0.383053,0.287332,0.186894,0.474226,0.293241,0.194981,0,0,5.8451E-18,0.835901,0,0.581805,0,0.72552,0,1.16181,1,0.905765,0,0.0942346,5.8451E-18,0,0.581805,0.219048,0.104912
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal1",0.2137,0,0.213659,0.12847,0.515005,0.515005,1,1,0.714614,0.1,,,8.30358E-18,,,,,0.342143,0,0.172862,0.00587851,9.79534,9.9983,9.79534,9.9983,0.20636,0.0499615,0.0717601,0.121722,0.0102446,0.0948939,0,0,8.3036E-18,0.1,0.342143,0,0,0.0586162,0,1.28737,0.515005,0.515005,0.484995,0,8.30358E-18,0.342143,0,0.171846,0.0010162
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal2",0.1989,0,0.198895,0.284476,0.603688,0.603688,1,1,0.735778,0.111363,,,8.83286E-18,,,,,0.353222,0,0.250466,0.11673,9.78592,9.95784,9.78592,9.95784,0.256246,0.0850458,0.220075,0.305121,0.0739896,0.302127,0,0,8.8329E-18,0.132805,0.353222,0,0,0.186556,0,0.575425,0.603688,0.603688,0.396312,0,8.83286E-18,0.353222,0,0.221229,0.0292369
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal3",0.1749,0,0.174895,0.5,0.721312,0.721312,1,1,0.764172,0.1,,,6.21631E-18,,,,,0.344294,0,0.377018,0.556167,10.0703,9.60015,10.0703,9.60015,0.329499,0.291435,0.4553,0.746735,0.387948,0.604381,0,0,6.2163E-18,0.1,0.344294,0,0,0.5,0,-6.47052E-16,0.721312,0.721312,0.278688,0,6.21631E-18,0.344294,0,0.167333,0.209685
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal4",0.1989,0,0.198895,0.715524,0.821658,0.821658,1,1,0.791759,0.225196,,,0.00407776,,,,,0,0.516529,0,,10.5458,9.20766,10.5458,9.20766,0.246497,0.221455,0.362376,0.583832,0.167355,0.312266,0,0,0.00407776,0.5,0.150526,0.667054,0.301051,0.813444,0,-0.575425,0.821658,0.821658,0.178342,0,0.00407776,0,0.516529,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","DLiabilitySignal5",0.2137,0,0.213657,0.87153,0.88053,0.670069,1,1,0.810234,0.360259,,,0.0257819,,,,,3.46798E-18,0.469031,1.16E-17,0.997019,10.6479,9.11948,10.6479,9.11948,0.23259,0.128744,0.330076,0.45882,0.0661091,0.24648,0,0,0.0257819,0.5,0.0876282,0.556659,0.175256,0.941384,0,-1.28736,0.88053,0.670069,0.11947,0.210461,0.0257819,3.46798E-18,0.469031,3.4553E-20,1.155E-17
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability4",0.0114,0,0.0114216,0.14814,1,1,1,1,0.89142,0.1,,,0,,,,,0,0,1,0.00689138,9.11516,10.2848,9.11516,10.2848,0.6,0.0114274,0.133163,0.144591,0.0202124,0.25301,0,0,0,,0,0,0,0.0717522,0,4,1,1,0,0,0,0,0,0.993109,0.0068914
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability3",0.0432,0,0.0432483,0.215304,1,1,1,1,0.882019,0.10466,,,0,,,,,0,0,1,0.0573928,9.22626,10.1737,9.22626,10.1737,0.6,0.0827867,0.205095,0.287882,0.133661,0.389681,0,0,0,,0,0,0,0.134204,0,3,1,1,0,0,0,0,0,0.942607,0.0573928
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability2",0.1046,0,0.104598,0.291583,1,1,1,1,0.78133,0.103485,,,0,,,,,0.430587,0,0.569413,0.325567,9.83078,9.6984,9.83078,9.6984,0.470824,0.299128,0.214817,0.513945,0.359848,0.385473,0,0,0,,0.430587,0,0,0.237183,0,2,1,1,0,0,0,0.430587,0,0.384031,0.185382
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability1",0.1968,0,0.196824,0.395302,0.823726,0.823726,1,1,0.768185,0.141289,,,9.01379E-18,,,,,0.378037,0.250292,0.195396,0.539632,10.2122,9.4821,10.2122,9.4821,0.305737,0.260448,0.173648,0.434096,0.260608,0.21947,0,0,9.0138E-18,0.1,0.378037,0.250292,0,0.377084,0,1,0.823726,0.823726,0.176274,0,9.01379E-18,0.378037,0.250292,0.0899542,0.105442
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability0",0.2878,0,0.287817,0.5,0.657806,0.600565,1,1,0.786034,0.219278,,,9.65825E-18,,,,,0.232537,0.368027,1.33E-17,0.385931,10.3266,9.48465,10.3266,9.48465,0.188756,0.12214,0.190553,0.312693,0.0696703,0.157533,0,0,9.6582E-18,0.391419,0.232537,0.368027,0,0.5,0,0,0.657806,0.600565,0.342194,0.0572413,9.65825E-18,0.232537,0.368027,8.1959E-18,5.151E-18
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability-1",0.1968,0,0.196824,0.604698,0.641686,0.565474,1,1,0.738557,0.263806,,,0.00270975,,,,,0.0873743,0.242643,1.53E-17,0.667937,10.3403,9.4786,10.3403,9.4786,0.181074,0.105103,0.307016,0.412119,0.0613525,0.279527,0,0,0.00270975,0.5,0.203748,0.359017,0.232747,0.622916,0,-1,0.641686,0.565474,0.358314,0.0762116,0.00270975,0.0873743,0.242643,5.0913E-18,1.024E-17
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability-2",0.1046,0,0.104596,0.708414,0.567721,0.464806,1,1,0.634608,0.320407,,,0.0395841,,,,,5.73895E-18,1.23286E-17,0,,10.2502,9.59496,10.2502,9.59496,0.154879,0.0666024,0.53517,0.601772,0.0428426,0.523012,0,0,0.0395841,0.5,0.212611,0.212611,0.425222,0.762813,0,-2,0.567721,0.464806,0.432279,0.102914,0.0395841,5.73895E-18,1.23286E-17,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability-3",0.0432,0,0.0432483,0.784696,0.263779,0.200731,1,1,0.604771,0.360259,,,0.0380557,,,,,3.25298E-18,1.42784E-17,3.40E-34,0.994575,10.1238,9.80648,10.1238,9.80648,0.0696765,0.0241614,0.750119,0.77428,0.0141453,0.737943,0,0,0.0380557,0.5,0.0813377,0.0813377,0.162675,0.865796,0,-3,0.263779,0.200731,0.736221,0.0630474,0.0380557,3.25298E-18,1.42784E-17,1.8429E-36,3.379E-34
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability-4",0.0114,0,0.0114216,0.85186,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,10,10,0,0,0.928248,0.928248,0,0.928248,0,0,0,,0,0,0,0.928248,0,-4,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability4",0.0008,0,0.000819528,0.219309,1,1,1,1,0.89142,0.1,,,0,,,,,0,0,1,0.0232221,9.15109,10.2489,9.15109,10.2489,0.6,0.0208999,1.85588,1.87678,0.0188099,3.52617,0,0,0,,0,0,0,1,0,4,1,1,0,0,0,0,0,0.976778,0.0232221
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability3",0.0058,0,0.00580412,0.342915,1,1,1,1,0.886799,0.108068,,,0,,,,,0,0,1,0.195668,9.53047,9.86953,9.53047,9.86953,0.6,0.176101,1.52823,1.70433,0.158491,2.90364,0,0,0,,0,0,0,1,0,3,1,1,0,0,0,0,0,0.804332,0.195668
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability2",0.0248,0,0.0248089,0.479968,1,1,1,1,0.859967,0.103113,,,0,,,,,0.110863,0,0.889137,0.539347,10.2382,9.1951,10.2382,9.1951,0.566741,0.431598,0.905702,1.3373,0.388438,1.62521,0,0,0,,0.110863,0,0,1,0,2,1,1,0,0,0,0.110863,0,0.409584,0.479553
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability1",0.0742,0,0.0742194,0.627937,0.973364,0.973364,1,1,0.850352,0.173166,,,1.36205E-18,,,,,0.142044,0.557905,0.273415,0.640359,10.592,9.03394,10.592,9.03394,0.374034,0.241261,0.460501,0.701763,0.154371,0.582017,0,0,1.362E-18,0.1,0.142044,0.557905,0,1,0,1,0.973364,0.973364,0.0266363,0,1.36205E-18,0.142044,0.557905,0.0983311,0.175084
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability0",0.1439,0,0.143909,0.735639,0.938263,0.829918,1,1,0.831462,0.254787,,,8.86973E-18,,,,,0.17863,0.651288,1.17E-17,0.779877,10.6189,9.11588,10.6189,9.11588,0.265227,0.0976932,0.381106,0.478799,0.014654,0.315067,0,0,8.8697E-18,0.665783,0.17863,0.651288,0,1,0,0,0.938263,0.829918,0.0617368,0.108346,8.86973E-18,0.17863,0.651288,2.5739E-18,9.119E-18
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-1",0.1226,0,0.122605,0.745524,0.85401,0.738635,1,1,0.75688,0.281135,,,0.00351062,,,,,0.0662553,0.367333,1.61E-17,0.809496,10.5071,9.25397,10.5071,9.25397,0.238897,0.0777152,0.49287,0.570585,0.0116573,0.448739,0,0,0.00351062,0.5,0.217023,0.518101,0.301536,1,0,-1,0.85401,0.738635,0.14599,0.115375,0.00351062,0.0662553,0.367333,3.0691E-18,1.304E-17
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-2",0.0798,0,0.0797871,0.766989,0.671681,0.545006,1,1,0.636093,0.325144,,,0.0481984,,,,,7.06397E-18,1.27374E-17,0,,10.2984,9.51907,10.2984,9.51907,0.182503,0.0372605,0.701574,0.738834,0.00558908,0.685636,0,0,0.0481984,0.5,0.248404,0.248404,0.496807,1,0,-2,0.671681,0.545006,0.328319,0.126675,0.0481984,7.06397E-18,1.27374E-17,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","0","Truly Liable MutOptLiability-3",0.0374,0,0.0374442,0.804477,0.284569,0.216552,1,1,0.604771,0.360259,,,0.0410552,,,,,3.50937E-18,1.54038E-17,3.66E-34,0.995519,10.1336,9.79122,10.1336,9.79122,0.0751682,0.0131623,0.866392,0.879555,0.00197434,0.852329,0,0,0.0410552,0.5,0.0877486,0.0877486,0.175497,1,0,-3,0.284569,0.216552,0.715431,0.0680167,0.0410552,3.50937E-18,1.54038E-17,1.6421E-36,3.648E-34
